41.57243909;23.43215393;41.97390423;60.31724876;64.92549633;57.54067706;64.08100189;59.24567864;119.6988646;121.556028;114.0659244;126.3346959;175.0309549;177.36111;182.5961663;183.9661195;245.7923951;245.2217354;235.3746188;242.5444418;0
36.17405088;29.2496403;38.44138619;63.55315282;63.7037647;52.82959812;61.7024975;64.67085836;112.507922;125.1962097;114.2978696;128.4694261;170.2368179;183.3902198;182.2181407;180.3824196;247.439189;237.7228538;236.7797005;247.3101452;0
45.44917027;26.45595901;42.33514414;56.52350422;60.12722603;55.09848077;68.70725466;64.38021979;124.0844122;118.5006556;110.4689658;125.1186598;168.8976117;180.5568527;186.5985155;181.942269;244.3173027;250.295482;235.2192793;235.5550089;0
38.41342245;29.83843232;44.90898236;63.56841909;64.03128247;54.37147511;68.81814724;63.77829347;118.4314824;117.8511072;115.8838727;120.5391724;178.9015678;169.0209717;182.3527942;181.8411309;250.9584439;239.4320674;240.9041557;245.1435532;0
28.84747507;25.9769856;36.75015877;66.36884983;68.12876712;56.48633743;65.67678391;62.05799336;113.6736126;126.8347399;122.4441161;125.9521177;175.9774981;182.850402;187.3264351;180.5646224;245.455031;246.6910039;236.3352099;247.9792795;0
34.39008006;32.11230552;39.57270394;58.99627523;60.4253249;53.63205016;56.2396401;66.37464905;112.866515;131.3163327;115.493404;131.954413;166.3414166;187.3408074;186.6208236;185.0247397;243.4629906;241.6843934;234.4492503;249.4249978;0
48.90261373;30.86303846;46.92322089;59.61527669;56.93858481;60.12021078;67.27990327;63.45488949;117.4960524;118.3860396;114.8711748;119.0502615;172.450091;186.1318001;182.2672663;184.8805212;239.4834745;249.6868283;230.700966;230.6047949;0
37.53570214;29.48028986;32.9019666;67.30872151;59.6271426;51.21543794;69.79959112;65.07731244;112.246673;130.8551251;112.5274208;134.087168;170.2964987;187.4603035;180.9998208;186.0598553;245.1200262;235.8720712;241.3381876;239.2463315;0
42.88749923;30.92142412;40.37984383;61.36424176;58.93254211;51.27726174;73.54093763;68.24829599;114.8378899;112.4716855;110.3917501;116.8838849;178.1445315;164.9703225;178.9124831;184.8050425;250.4724435;235.1592196;245.4265406;244.2068171;0
42.80770152;33.21699533;41.21279956;58.02627783;57.13534401;54.89542691;72.56680853;65.13579115;123.1591003;117.0235897;114.4042469;115.2959726;171.7696854;164.2678185;184.6759956;185.8611986;247.7348287;244.8851574;236.9638587;250.4123235;0
