53.20779283;55.0180206;65.4424946;106.8765238;68.71705568;63.80461421;57.75143378;59.88764311;122.4263115;115.6678419;118.5467544;123.8165507;175.0733404;175.7981995;175.2989368;174.5699104;238.5515299;236.8869492;245.3155369;235.6171594;347.1130446;10.13592692;121.5409001;283.8409321;174.6485819;301.8101722;171.5915414;205.5193299;150.8740659;206.9968937;332.5719266;326.6585804;45.6118225;328.3470748;48.40480539;77.5405964;258.077608;83.48061225;164.5042102;278.5970949;0
47.78846018;58.13366582;61.54419167;110.5573731;64.26808298;60.15886642;52.37162192;60.54650856;128.108762;123.1066464;117.6259056;122.7331545;170.6595119;178.7135742;176.9568715;169.3385348;247.6008304;236.5676351;242.761047;236.0725014;170.3110384;114.6081865;272.8200672;145.2627733;163.8151689;54.72102819;345.0634291;18.33812481;101.5118099;190.6916613;85.04625858;323.1241226;15.4074649;12.35282394;286.5221174;79.36164053;123.7911963;312.3433826;289.3949091;347.960585;0
50.53233848;64.92967429;63.19180445;114.0650055;66.8065298;60.51110183;46.85989355;64.39735941;130.0998246;127.2545236;114.701679;126.0328299;176.3153772;178.4850017;175.7456617;176.0040535;253.6786569;236.1386318;241.7481342;240.7438908;323.5790515;311.2171028;141.0317981;350.1584624;273.0199531;243.8169141;187.5029125;212.4948176;97.45514459;293.6600932;122.5432794;241.709454;82.72388526;276.6099574;328.7207976;308.917217;54.54177563;54.32707138;124.4228432;233.4848909;0
43.53256608;54.86215021;61.48052344;110.9034291;63.70759673;53.62907128;52.96809356;57.79609452;126.537812;126.147154;117.8768646;128.5882093;168.5711895;174.6857097;176.0484073;173.9313092;247.7652677;241.7345842;245.1402806;239.4207441;271.3462627;81.5698427;117.7658826;176.6063584;11.34411525;12.58065302;45.48510661;257.1310056;264.9322026;182.0578251;8.497382979;265.6056404;47.29660327;104.0391573;137.974579;103.4110467;209.9800003;178.485473;159.3786894;246.5923208;0
45.50559858;59.09469257;61.91053829;111.6139713;69.77678641;54.04996655;48.08389177;65.94798988;123.3109052;123.3777752;119.7695249;124.5511368;172.0773266;173.7219184;177.5656294;175.7145538;253.306206;234.2801795;248.7495234;245.7983335;150.8215251;123.0802546;181.4794416;87.90284873;205.1050829;161.0686047;104.7740012;205.1844537;178.5451323;146.4604003;111.1569618;199.560179;59.54437153;213.1691677;163.9129042;350.7228068;39.15759303;211.8665195;225.8863069;76.34252098;0
51.83045551;69.75926133;60.21327029;110.4649808;70.95208513;54.2813419;49.82591417;64.75816969;131.3562784;122.3810076;116.6773004;129.7993026;168.5083873;178.7311445;172.4790664;178.7299995;254.441883;234.6100855;247.5710751;239.2404006;124.7571072;329.9125859;19.78714297;69.85109043;140.9010671;353.0510636;156.4062427;147.8801618;48.85333959;6.219405355;139.5128221;41.88998757;237.628767;52.62156539;239.6148477;336.3950547;57.63841269;68.27966651;230.6637115;220.5372318;0
53.10980021;58.46711989;71.9313059;104.2876404;65.96961182;61.7223887;64.17092383;59.82999577;129.2299393;118.9370696;114.4509999;121.2072653;181.7960788;178.2050549;169.4438697;177.9452203;239.8334842;237.0969954;241.7809334;240.4954393;205.9299207;132.2920504;129.3356535;18.85055977;140.0076185;144.8780561;261.1535544;44.33960832;22.24165036;208.7505756;303.8788395;274.2956411;42.08113069;164.3733765;222.2802931;285.7029299;155.2543515;182.8088414;214.4495457;34.38664769;0
47.32477613;54.87252847;67.46603634;111.6964408;76.43074495;63.96414856;58.7957297;55.20647428;126.5423761;117.3714564;122.5801006;127.9374965;176.3406161;182.797561;175.353984;170.8705849;233.4380072;234.9903534;242.5492003;234.3414082;244.8863588;297.4181075;138.9557535;166.466494;283.4826541;197.7258663;238.2352885;131.2559304;111.235945;238.640217;314.1621826;129.5621379;231.9376625;329.5919165;330.0119463;24.89666743;146.0568081;8.118553851;359.7555342;152.2711262;0
48.69621639;60.13590647;63.38355641;102.7195073;71.28794708;57.26723157;53.92329126;61.75483859;121.8182381;113.8323278;117.8174072;117.3429717;172.5526727;182.8756597;172.5596084;172.8745807;237.8100368;233.481929;244.8898948;227.7106667;88.86076726;155.268616;239.9513248;174.5904459;77.22878424;102.7753788;192.8826604;119.6397806;24.89406674;28.16203885;201.8458127;154.4583323;336.7155375;242.1020805;76.17184656;348.1798326;76.95620476;43.8444323;134.4418337;49.38995544;0
51.54099227;65.74028821;65.31172735;111.429597;69.4357129;60.66601764;44.7466783;65.40646482;134.5503426;119.0281644;110.4688795;133.4514878;174.4631314;178.6184162;168.9266569;180.9188341;249.6804326;234.562377;246.888334;233.9661955;28.64210471;284.2004776;238.7709018;61.14202598;326.7937688;321.6590579;334.782926;128.8997289;38.10684752;306.3228832;276.7521237;119.6679764;210.8147005;100.5724313;142.6655734;54.21015356;297.1959216;134.5146856;46.98325124;127.7675538;0
