54.94071146;5.833333333;0;0;0;3.422049098;0.14789175;2.484470976;0.008549021;89.23315536;85.89951609;94.32990063;86.90568435;31.90298766;58.7058826;36.8121464;94.32990063;17.250364;11.57735746;0
55.7312253;9.166666667;0;0;0;1.711022307;0.062881625;1.118015148;0.025217871;77.09785754;70.58347059;85.27246108;74.59080235;13.80597448;70.58823311;36.05313217;85.27246108;24.777646;10.67975981;0
25.6916996;12.5;0;0;0;2.091257677;0.033046757;0.869571784;0.023640357;76.47818556;69.36791264;85.41973501;73.73343769;9.888057969;74.11764874;34.3453523;85.41973501;26.204562;10.73471682;0
64.82213439;36.66666667;0;0;0;3.041830941;0.04780328;1.739132165;0.034196318;65.11748381;57.61750452;78.20323948;58.37879631;10.82090123;91.29412005;5.692602424;78.20323948;33.041757;14.04174876;0
89.72332016;3.75;0;0;0;3.612164524;0.049475252;1.863353847;0.054299752;87.14175328;83.14424703;93.15169593;84.48947203;27.98507619;62.58823693;34.53510543;93.15169593;18.889166;11.68724799;0
48.61660079;7.5;0;0;0;3.422057824;0.071704589;2.360243481;0.065454631;89.54298961;86.95299746;94.69808546;86.4380316;36.94030097;59.05882236;31.11954568;94.69808546;16.561614;12.97787156;0
61.26482213;8.75;0;0;0;2.661582636;0.016432505;5.838505352;0.075071485;95.01678838;94.65154939;96.9808579;93.14108127;50.55970344;45.05882268;39.84819989;96.9808579;11.3055356;12.81625402;0
7.90513834;32.91666667;0;0;0;2.281373274;0.004481529;1.739132165;0.040608165;79.11180106;77.22852291;85.19882411;74.35697352;45.14925282;61.05882141;19.54459283;85.19882411;17.969723;15.88744389;0
2.766798419;11.66666667;0;33.33333233;0;4.752857765;0.113906226;4.099378776;0.050492987;79.0343425;74.79741065;87.48158993;74.04520736;28.91791441;72.35294252;17.83681296;87.48158993;22.295359;14.2028912;0
47.82608696;0;0;0;0;3.422053375;0.031371382;6.45963053;0.364404935;100;99.83792707;100;100;50.37313646;36.82353049;53.32068455;100;9.277301;8.772160821;0
16.99604743;28.33333333;0;0;0;1.520911193;0.034713973;1.739132165;0.029119088;75.10973587;68.47649691;83.87334548;72.09664779;13.61940247;72.9411751;32.4478193;83.87334548;25.80791;11.18429461;0
2.371541502;2.916666667;0;0;0;4.372626571;0.073571943;2.111803024;0.026983429;96.64342515;97.24473823;97.79087115;94.69991911;56.71641859;41.5294134;39.27893879;97.79087115;9.6352234;13.92666741;0
73.91304348;12.91666667;0;0;0;2.661599883;0.054887547;3.726710601;0.09124154;75.93597214;69.77309424;83.65242796;73.57754759;16.60447572;68.11764842;37.19165266;83.65242796;24.193405;10.63998581;0
59.68379447;2.916666667;0;0;0;2.661595777;0.045922502;1.242239737;0.019632019;78.15647299;70.90761646;86.45065916;76.22758734;8.395522184;71.41176487;40.22770615;86.45065916;25.46684;9.891374447;0
47.03557312;26.25;0;0;0;1.140688793;0.008963151;1.118015148;0.005610354;71.00439027;64.99189964;81.66421;65.39360513;19.21642341;81.05882776;13.66223899;81.66421;27.67844;13.82691848;0
56.12648221;5.416666667;0;0;0;4.372622122;0.091498312;1.987575663;0.082285572;88.97495783;85.81847525;93.88807221;86.67186324;33.20895479;57.76470495;37.00189953;93.88807221;16.939692;11.66633021;0
