46.97700055;100;27.0463048;81.2819249;57.82458524;37.16997507;26.16002063;0;0;23.41273423;56.54628585;53.31628551;100;90.10075106;40.24392125;98.27949085;0
0;88.71556281;27.58911661;100;42.11302777;75.80038765;29.60846383;44.93514364;15.09662698;15.08462323;37.69905915;0;68.9886128;1.907240641;100;5.741759915;0
0;56.84095043;32.17684294;68.23259006;72.96086098;90.30116926;100;100;75.86125914;75.22393125;50.45846964;50.59967072;28.51812831;25.58325654;16.27478829;0;0
0;100;7.071730961;91.88459374;4.714487308;68.68511624;18.94186992;45.74263001;86.37971177;34.51927516;100;45.60649095;75.39827933;23.11299271;66.00282231;0;0
0;67.12328767;48.24267306;82.68722818;100;100;81.84878325;80.22087763;59.66618385;60.32696267;39.86284622;40.34928457;32.09680153;20.05360211;45.85257361;0;0
100;100;88.0607502;99.2925444;50.39139169;74.43091276;18.08149114;47.19579189;0;16.21093669;38.37005593;0;74.26008372;16.1827212;19.68837424;20;0
0;100;2.888890212;71.77943085;26.53787714;34.78030574;85.12495087;35.68136926;100;70.88037271;73.84207624;96.94962446;65.24179352;48.84683071;65.57086776;0;0
13.24770371;89.0655515;12.03418287;50.3815663;71.61341394;37.963593;56.24159474;0;4.183782496;16.54055505;0;60.8762064;32.3997111;93.9485881;100;100;0
73.00158449;86.9525723;30.43210111;100;0;69.05243412;61.84519419;64.30496213;99.17460361;79.58988235;100;37.52763942;83.67038979;0;17.747433;0.832229647;0
47.30580525;95.29865964;63.37044088;65.18444258;87.89587707;27.8610128;23.24325515;0;23.46678241;33.40709403;80.374592;67.00186139;100;100;0;84.87074733;0
100;100;72.06933841;99.39577527;36.44242735;77.96462609;33.68824624;53.8629058;79.34185267;47.09388994;64.58084699;13.15783682;19.19835342;0;0;1.511369306;0
91.03720709;73.25983829;54.70047953;100;0;86.42019385;22.96291264;58.64213317;81.40088672;67.01215256;100;39.05008461;79.88318371;4.415829156;20.39855622;0;0
0;85.35857261;38.80698286;100;81.16936842;88.00788111;87.22222222;50.50327224;83.92803502;12.36636885;58.42658895;0;53.60845427;22.24407394;100;24.0475954;0
34.68451925;75.49813349;57.77550084;100;100;91.90019345;68.38455356;65.32000393;80.54645361;38.13114971;82.12103479;8.96570325;31.94680036;0;0;17.05892971;0
49.54421155;83.27736976;65.52359867;100;75.7580281;74.85917558;50.63064303;50.85329961;100;41.54556214;96.33557138;12.76224773;48.67115497;0;0;7.020760339;0
98.7236142;79.85020991;63.6891724;100;25.34961901;76.10781801;79.55902071;67.77931169;100;62.53035662;96.9650202;23.58449763;54.27547459;0;0;15.48670463;0
23.5097846;65.96614173;43.44027781;100;58.81347437;65.18061707;34.29969379;28.41424861;0;1.540407429;15.7668736;11.13381452;57.69701203;0;100;1.207272525;0
0;72.42835936;19.62378512;99.32991214;71.84499673;100;69.90413079;72.63935028;32.19339957;47.91782495;5.330688552;18.7635166;46.52427673;0.592991321;100;0;0
11.34395323;76.76510853;19.63469569;62.29266137;78.27911476;40.52693445;50.61751219;0;1.072174913;17.11092743;0;64.49548545;22.91868807;97.84056348;100;100;0
0;45.31460289;50.85805126;63.91796119;78.69187652;87.55353451;100;100;91.79308166;74.60969276;85.52828425;49.14597734;74.54959788;23.8593022;89.09090909;0;0
9.480762674;86.44958452;34.23193151;66.63395501;67.52725804;34.38695222;34.49381663;0;3.271877454;26.62118364;0;69.51572132;34.51318264;95.15467132;100;100;0
71.25295558;62.01827511;52.9649889;100;0;71.78731612;81.3441926;39.22259357;100;0;14.04878147;14.33251633;51.51131889;57.12276537;88.95887884;94.20617756;0
52.97197437;100;32.79698713;75.4055062;4.766914236;43.85127486;0;11.20544367;70.57788322;0;100;28.12057262;44.37401688;45.89210702;34.65122263;20.77304724;0
11.01490187;100;0;69.21076508;15.23531258;43.37349398;86.8326817;46.67045367;100;65.57517878;74.54346049;66.93098702;71.13889352;33.29010143;65.99480288;0;0
45.34404967;100;10.20709367;83.49534237;34.4062376;64.50597473;100;77.16539686;70.37700944;82.30576724;48.9533249;54.57172246;22.65439194;27.45718751;0;0;0
60.84145761;58.86850121;57.83351705;100;0;83.82377421;43.60027835;41.90840492;80.42393728;0;7.695791087;4.43437828;33.59177596;43.85240966;100;70.20196136;0
100;83.65959211;35.09283885;100;2.627531179;87.55892375;12.06712767;70.08148416;15.38461538;52.55310788;15.38461538;35.01281666;1.032257971;17.53574436;0;0;0
31.37056497;58.89364507;53.17942911;100;100;95.58765781;78.82505667;46.09908887;48.10153295;0;92.37489135;18.91506465;58.23435593;54.26195835;0;62.67217398;0
40.24372684;99.21430307;50.94302204;66.16985628;79.16312663;25.59837443;39.10842828;0;0;27.71156784;8.748733043;76.75970288;46.34966035;100;100;93.67160458;0
0;97.2741155;36.09118068;100;80.13245033;84.50223783;68.56714595;42.27169968;56.38222538;0;25.27166535;22.96749566;49.80331381;36.32537789;100;31.48646951;0
0;0;30.94415613;15.51248968;62.86871294;30.73385703;88.1002883;52.04267341;100;78.98181272;81.63034609;100;55.26980671;82.85974569;78.95686672;63.63636364;0
29.36246439;86.0713309;66.08115834;100;76.47116957;77.24038432;52.95551349;50.56456973;77.8746586;39.38992049;100;16.94077274;56.47580307;0;0;5.152695076;0
28.27001757;91.09698001;14.09212353;56.75676007;66.40195828;38.66866041;29.84805646;0;0;18.6229881;2.83244584;72.43304132;39.34186556;97.45628;100;100;0
